attributeName	code	definition
activity	CL	
activity	DD	
activity	E	
activity	L	
activity	OS	
activity	P	
activity	P/CL	
activity	S	
activity	TD	
activity	TD/P	
fish_id	BA	
fish_id	BB	
fish_id	BC	
fish_id	BR	
fish_id	DJ	
fish_id	DM	
fish_id	GF	
fish_id	GP	
fish_id	JT	
fish_id	MP	
fish_id	NL	
fish_id	PK	
fish_id	RB	
fish_id	RD	
fish_id	RH	
fish_id	SB	
fish_id	SL	
fish_id	SN	
fish_id	SR	
fish_id	WF	
